Loan_ID,Bank,Customer_Name,Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Business_Type,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Institutional_Relationships,Application_Text,Customer_Feedback,Agent_Notes,Loan_to_Annual_Income,Customer_Sentiment,Religion,State,City,PIN_Code,Aadhaar_Synthetic,Phone_Number,Email,Occupation
10.0,0.0,32.0,0.0,1.0,0.0,1.0,2.0,25553.0,19891.25,974613.0,360.0,0.0,1.0,36.0,1.0,659.0,563664.0,0.501,3.0,23520.0,0.0,0.0,0.0,6.0,1615374.0,0.0,1.0,11011.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.729,0.0,2.0,3.0,13.0,39882.0,398000000000.0,9637599805.0,32.0,13.0
11.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,38126.0,0.0,846670.0,240.0,1.0,0.0,32.0,0.0,773.0,457512.0,0.591,1.0,22545.0,1.0,0.0,1.0,6.0,1253840.0,0.0,3.0,26516.0,4.0,2.0,1.0,1.0,2.0,66.0,3.0,4.0,1.851,1.0,2.0,6.0,16.0,290285.0,657000000000.0,9376742662.0,38.0,8.0
12.0,0.0,32.0,1.0,0.0,1.0,0.0,1.0,63115.0,0.0,6941488.0,300.0,1.0,0.0,36.0,0.0,811.0,757380.0,0.278,3.0,17521.0,0.0,0.0,7.5,6.0,1296096.0,0.0,5.0,25969.0,1.0,5.0,1.0,1.0,4.0,217.0,3.0,2.0,9.165,1.0,2.0,6.0,3.0,722092.0,479000000000.0,9287923264.0,32.0,4.0
13.0,0.0,21.0,1.0,0.0,1.0,1.0,2.0,17960.0,17074.0,287671.0,360.0,0.0,2.0,58.0,0.0,598.0,420408.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,1810612.0,0.0,2.0,14135.0,2.0,6.0,1.0,1.0,0.0,0.0,4.0,3.0,0.684,1.0,2.0,1.0,0.0,140245.0,495000000000.0,9714627301.0,21.0,5.0
14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,53684.0,0.0,7728174.625,240.0,1.0,2.0,27.0,0.0,716.0,644208.0,0.711,3.0,38162.0,2.0,0.0,0.0,6.0,887615.0,0.0,2.0,33009.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,12.722,0.0,2.0,1.0,0.0,573147.0,960000000000.0,9042902572.0,1.0,12.0
15.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,56092.0,19891.25,347497.0,24.0,1.0,2.0,37.0,0.0,719.0,1362540.0,0.165,4.0,18724.0,0.0,0.0,1.0,6.0,4826746.0,0.0,2.0,46697.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,0.255,1.0,2.0,6.0,3.0,257493.0,457000000000.0,9192855445.0,2.0,15.0
16.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,29319.0,0.0,1545607.0,180.0,0.0,0.0,26.0,1.0,604.0,351828.0,0.777,1.0,22783.0,0.0,0.0,3.0,6.0,1198071.0,0.0,4.0,9684.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,4.393,0.0,2.0,5.0,9.0,252997.0,520000000000.0,9328338988.0,4.0,4.0
17.0,0.0,11.0,1.0,0.0,2.0,0.0,2.0,10609.0,0.0,180121.0,36.0,0.0,2.0,45.0,1.0,637.0,127308.0,0.0,5.0,0.0,2.0,0.0,5.0,6.0,1224266.0,0.0,4.0,2000.0,3.0,0.0,1.0,1.0,3.0,181.0,4.0,1.0,1.415,1.0,2.0,2.0,18.0,871187.0,711000000000.0,9852401322.0,11.0,10.0
18.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,38270.0,19891.25,3411529.0,360.0,1.0,1.0,18.0,1.0,699.0,797688.0,0.706,1.0,46922.0,1.0,0.0,0.0,6.0,1968803.0,0.0,5.0,25232.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,4.277,0.0,2.0,9.0,12.0,485583.0,322000000000.0,9089071401.0,17.0,7.0
19.0,0.0,31.0,0.0,1.0,1.0,1.0,1.0,43293.0,19891.25,7633475.0,180.0,1.0,1.0,19.0,0.0,759.0,1140648.0,0.0,3.0,0.0,1.0,0.0,2.0,6.0,3178586.0,0.0,5.0,49446.0,1.0,3.0,1.0,1.0,3.0,217.0,0.0,2.0,6.692,0.0,2.0,4.0,17.0,515950.0,194000000000.0,9552893891.0,31.0,15.0
20.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,48611.0,0.0,52825.0,36.0,1.0,2.0,30.0,0.0,729.0,583332.0,0.926,5.0,44997.0,0.0,0.0,2.0,6.0,1632336.0,0.0,1.0,24955.0,3.0,4.0,1.0,1.0,0.0,219.0,2.0,4.0,0.091,2.0,2.0,3.0,11.0,791333.0,833000000000.0,9927125663.0,13.0,3.0
21.0,0.0,17.0,1.0,1.0,0.0,0.0,2.0,15509.0,0.0,342795.0,12.0,1.0,2.0,42.0,1.0,609.0,186108.0,1.9409999999999998,4.0,32027.0,1.0,0.0,1.0,6.0,942687.0,0.0,0.0,3077.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,1.842,1.0,2.0,0.0,5.0,679514.0,152000000000.0,9157164794.0,17.0,2.0
22.0,0.0,24.0,0.0,1.0,0.0,0.0,2.0,56486.0,19891.25,5670008.0,300.0,0.0,2.0,43.0,0.0,577.0,1407060.0,0.008,3.0,948.0,1.0,0.0,1.0,6.0,5408344.0,0.0,2.0,57837.0,0.0,5.0,1.0,1.0,1.0,221.0,2.0,4.0,4.03,2.0,2.0,0.0,23.0,138882.0,646000000000.0,9781126691.0,24.0,14.0
23.0,0.0,40.0,1.0,0.0,0.0,0.0,1.0,97735.0,0.0,1673966.0,360.0,0.0,2.0,34.0,0.0,715.0,1172820.0,0.339,1.0,33157.0,0.0,0.0,5.0,6.0,3481206.0,0.0,3.0,50190.0,1.0,6.0,1.0,1.0,1.0,221.0,3.0,1.0,1.427,2.0,2.0,2.0,18.0,716329.0,354000000000.0,9465796784.0,40.0,17.0
24.0,0.0,32.0,1.0,0.0,2.0,0.0,1.0,45050.0,0.0,395365.0,24.0,1.0,0.0,38.0,1.0,797.0,540600.0,1.22,5.0,54940.0,0.0,0.0,0.0,6.0,1585962.0,0.0,5.0,15153.0,2.0,3.0,1.0,1.0,2.0,219.0,0.0,0.0,0.731,2.0,2.0,1.0,0.0,175208.0,148000000000.0,9269524991.0,32.0,8.0
25.0,0.0,40.0,1.0,0.0,1.0,1.0,1.0,34900.0,0.0,4044564.0,360.0,1.0,2.0,31.0,0.0,638.0,418800.0,0.247,3.0,8618.0,1.0,0.0,5.0,6.0,1730208.0,0.0,2.0,6351.0,2.0,2.0,1.0,1.0,0.0,221.0,1.0,2.0,9.658,0.0,2.0,5.0,1.0,196930.0,735000000000.0,9061675677.0,40.0,0.0
26.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,9381.0,0.0,319925.0,36.0,1.0,0.0,27.0,1.0,669.0,112572.0,1.9409999999999998,2.0,18637.0,0.0,0.0,0.0,6.0,161653.0,0.0,3.0,2094.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.842,0.0,2.0,4.0,17.0,949958.0,843000000000.0,9889778280.0,4.0,13.0
27.0,0.0,24.0,0.0,1.0,0.0,1.0,2.0,3000.0,0.0,73556.0,36.0,0.0,2.0,26.0,1.0,486.0,36000.0,1.9409999999999998,2.0,20619.0,0.0,0.0,1.0,6.0,856022.0,0.0,5.0,3000.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,2.043,1.0,2.0,9.0,6.0,964826.0,970000000000.0,9590561655.0,24.0,11.0
28.0,0.0,32.0,0.0,1.0,1.0,0.0,1.0,54597.0,0.0,320019.0,12.0,1.0,0.0,21.0,0.0,737.0,655164.0,0.295,5.0,16114.0,1.0,0.0,1.0,6.0,1459439.0,0.0,5.0,16294.0,3.0,1.0,1.0,1.0,0.0,219.0,0.0,1.0,0.488,0.0,2.0,8.0,14.0,161739.0,333000000000.0,9850769864.0,32.0,16.0
29.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,43481.0,0.0,2982596.0,300.0,0.0,1.0,32.0,1.0,564.0,521772.0,0.044,3.0,1897.0,2.0,0.0,1.0,6.0,1639761.0,0.0,2.0,26314.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,0.0,5.716,2.0,2.0,1.0,27.0,272457.0,56965917135.0,9785294563.0,0.0,6.0
30.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,89792.0,19891.25,5329197.0,240.0,0.0,0.0,44.0,1.0,673.0,1716276.0,0.079,3.0,11321.0,2.0,0.0,0.0,6.0,4061666.0,0.0,3.0,55817.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,3.105,2.0,2.0,2.0,7.0,168922.0,344000000000.0,9954198763.0,24.0,12.0
31.0,0.0,18.0,1.0,0.0,2.0,1.0,1.0,22973.0,19443.0,365226.0,24.0,1.0,1.0,50.0,0.0,746.0,508992.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,650422.0,0.0,2.0,8677.0,4.0,0.0,1.0,1.0,3.0,218.0,1.0,0.0,0.718,2.0,2.0,2.0,7.0,108092.0,485000000000.0,9782082973.0,18.0,2.0
32.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,92535.0,0.0,317539.0,24.0,0.0,1.0,51.0,0.0,758.0,1110420.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,3806349.0,0.0,5.0,44338.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.286,2.0,2.0,9.0,24.0,49153.0,897000000000.0,9466513644.0,24.0,14.0
33.0,0.0,17.0,1.0,0.0,2.0,0.0,2.0,39270.0,0.0,4525695.0,300.0,1.0,1.0,33.0,1.0,633.0,471240.0,0.793,3.0,31131.0,1.0,0.0,2.0,6.0,1512999.0,0.0,5.0,21793.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,9.604,2.0,2.0,9.0,24.0,257693.0,936000000000.0,9866032420.0,17.0,5.0
34.0,0.0,17.0,1.0,1.0,0.0,0.0,1.0,55899.0,0.0,5698029.0,300.0,1.0,2.0,32.0,0.0,636.0,670788.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,1540018.0,0.0,4.0,36669.0,4.0,4.0,1.0,1.0,1.0,135.0,3.0,2.0,8.495,2.0,2.0,9.0,24.0,529236.0,821000000000.0,9516231981.0,17.0,3.0
35.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,33527.0,0.0,2059790.0,240.0,1.0,0.0,33.0,1.0,686.0,402324.0,1.092,1.0,36615.0,1.0,0.0,0.0,6.0,1310815.0,0.0,5.0,17320.0,3.0,0.0,1.0,1.0,1.0,215.0,4.0,2.0,5.12,0.0,2.0,3.0,13.0,87246.0,471000000000.0,9321234764.0,32.0,0.0
36.0,0.0,24.0,1.0,1.0,1.0,0.0,1.0,28605.0,0.0,1896751.0,48.0,0.0,1.0,40.0,1.0,522.0,343260.0,1.534,0.0,43883.0,2.0,0.0,2.0,6.0,1534848.0,0.0,3.0,11890.0,3.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,5.526,1.0,2.0,1.0,27.0,625941.0,516000000000.0,9409003486.0,24.0,7.0
37.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,33983.0,0.0,210899.0,24.0,0.0,1.0,27.0,1.0,562.0,407796.0,1.297,6.0,44067.0,1.0,0.0,1.0,6.0,764062.0,0.0,2.0,14067.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,0.517,1.0,2.0,8.0,10.0,868224.0,184000000000.0,9327560417.0,13.0,6.0
38.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,23543.0,0.0,1554318.0,120.0,0.0,0.0,18.0,1.0,579.0,282516.0,0.528,1.0,12435.0,0.0,0.0,5.0,6.0,1105184.0,0.0,3.0,16565.0,4.0,5.0,1.0,1.0,3.0,221.0,1.0,2.0,5.502,2.0,2.0,7.0,28.0,207016.0,612000000000.0,9002720634.0,21.0,1.0
39.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,125203.125,0.0,3912394.0,180.0,1.0,2.0,34.0,0.0,663.0,1550208.0,0.206,3.0,26676.0,2.5,0.0,1.0,6.0,4251475.0,0.0,0.0,53928.0,4.0,3.0,1.0,1.0,2.0,217.0,3.0,3.0,2.524,2.0,2.0,3.0,11.0,198439.0,124000000000.0,9295431652.0,4.0,13.0
40.0,0.0,12.0,1.0,1.0,2.0,0.0,2.0,3000.0,0.0,1962548.0,240.0,1.0,0.0,38.0,1.0,686.0,36000.0,1.9409999999999998,1.0,31409.0,2.0,0.0,0.0,6.0,87189.0,0.0,4.0,3000.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,19.84825,2.0,2.0,7.0,8.0,257562.0,8931734206.0,9969421529.0,12.0,15.0
41.0,0.0,32.0,1.0,1.0,0.0,0.0,1.0,60010.0,0.0,4336408.0,240.0,1.0,1.0,29.0,0.0,637.0,720120.0,0.313,3.0,18794.0,0.0,0.0,0.0,6.0,2714054.0,0.0,5.0,29597.0,4.0,0.0,1.0,1.0,4.0,117.0,3.0,4.0,6.022,2.0,2.0,4.0,19.0,234938.0,868000000000.0,9263934362.0,32.0,11.0
42.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,30506.0,11887.0,4606884.0,360.0,0.0,2.0,29.0,0.0,570.0,508716.0,0.0,3.0,0.0,1.0,0.0,4.0,6.0,1437277.0,0.0,4.0,20295.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,9.056,2.0,2.0,6.0,3.0,708068.0,444000000000.0,9256366941.0,24.0,15.0
43.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,48860.0,0.0,5730018.0,240.0,1.0,1.0,46.0,0.0,643.0,586320.0,0.337,3.0,16484.0,0.0,0.0,1.0,6.0,1930322.0,0.0,5.0,24270.0,4.0,1.0,1.0,1.0,3.0,221.0,4.0,0.0,9.773,2.0,2.0,5.0,15.0,635421.0,53759900489.0,9646528092.0,12.0,5.0
44.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,62285.0,4323.0,1261833.0,48.0,0.0,1.0,36.0,1.0,555.0,799296.0,0.815,0.0,54256.0,0.0,0.0,3.0,6.0,3005465.0,0.0,5.0,33684.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,4.0,1.579,1.0,2.0,6.0,16.0,245432.0,757000000000.0,9027456449.0,18.0,5.0
45.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,27205.0,0.0,4192441.0,180.0,1.0,2.0,27.0,0.0,781.0,326460.0,0.488,3.0,13277.0,0.0,0.0,4.0,6.0,1299801.0,0.0,4.0,13619.0,0.0,0.0,1.0,1.0,0.0,217.0,3.0,1.0,12.842,0.0,2.0,5.0,1.0,753654.0,626000000000.0,9207427617.0,1.0,0.0
46.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,52863.0,0.0,490029.0,36.0,1.0,0.0,35.0,0.0,674.0,634356.0,0.941,5.0,49719.0,0.0,0.0,0.0,6.0,1387279.0,0.0,1.0,21141.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.772,1.0,2.0,1.0,25.0,239580.0,878000000000.0,9284993908.0,10.0,14.0
47.0,0.0,32.0,1.0,1.0,0.0,1.0,1.0,53000.0,0.0,376708.0,36.0,1.0,2.0,38.0,0.0,842.0,636000.0,0.672,5.0,35626.0,1.0,0.0,0.0,6.0,2114109.0,0.0,1.0,30434.0,3.0,0.0,1.0,1.0,4.0,189.0,3.0,2.0,0.592,0.0,2.0,7.0,8.0,760143.0,372000000000.0,9201777490.0,32.0,1.0
48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,91498.0,0.0,1310257.0,48.0,1.0,2.0,35.0,0.0,616.0,1097976.0,0.14,0.0,12853.0,0.0,0.0,2.0,6.0,4199774.0,0.0,1.0,45597.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,1.193,2.0,2.0,4.0,19.0,4535.0,976000000000.0,9961642361.0,0.0,16.0
49.0,0.0,18.0,1.0,1.0,2.0,0.0,1.0,47655.0,0.0,367306.0,36.0,1.0,0.0,51.0,0.0,757.0,571860.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,912808.0,0.0,5.0,19106.0,4.0,0.0,1.0,1.0,1.0,221.0,4.0,2.0,0.642,2.0,2.0,0.0,20.0,153828.0,664000000000.0,9158377674.0,18.0,11.0
50.0,0.0,17.0,1.0,1.0,1.0,0.0,1.0,92893.0,0.0,454376.0,36.0,1.0,1.0,40.0,0.0,696.0,1114716.0,0.176,5.0,16355.0,0.0,0.0,1.0,6.0,2811366.0,0.0,4.0,42260.0,3.0,5.0,1.0,1.0,3.0,221.0,4.0,1.0,0.408,1.0,2.0,2.0,18.0,153211.0,593000000000.0,9788147617.0,17.0,7.0
51.0,0.0,17.0,0.0,1.0,1.0,1.0,3.0,1519.0,0.0,492593.0,36.0,0.0,2.0,37.0,1.0,687.0,18228.0,1.9409999999999998,5.0,21152.0,0.0,0.0,0.0,6.0,648199.0,0.0,2.0,1519.0,4.0,5.0,1.0,1.0,1.0,196.0,3.0,0.0,19.84825,2.0,2.0,6.0,3.0,334001.0,439000000000.0,9866179454.0,17.0,8.0
52.0,0.0,24.0,2.0,0.0,0.0,0.0,1.0,80579.0,0.0,438846.0,60.0,1.0,0.0,18.0,0.0,718.0,966948.0,0.096,5.0,7715.0,1.0,0.0,3.0,6.0,3455474.0,0.0,1.0,28950.0,0.0,4.0,1.0,1.0,4.0,219.0,4.0,2.0,0.454,1.0,2.0,5.0,15.0,453668.0,172000000000.0,9794523219.0,24.0,5.0
53.0,0.0,18.0,1.0,0.0,1.0,0.0,1.0,94207.0,0.0,618302.0,36.0,1.0,1.0,38.0,0.0,740.0,1130484.0,0.155,0.0,14601.0,0.0,0.0,2.0,6.0,4611328.0,0.0,5.0,41129.0,0.0,0.0,1.0,1.0,0.0,214.0,0.0,1.0,0.547,2.0,2.0,2.0,18.0,510447.0,801000000000.0,9499564122.0,18.0,16.0
54.0,0.0,38.0,1.0,0.0,1.0,0.0,3.0,27646.0,19891.25,1816200.0,360.0,1.0,0.0,42.0,0.0,617.0,660696.0,0.248,1.0,13672.0,1.0,0.0,0.0,6.0,2238858.0,0.0,4.0,24056.0,2.0,4.0,1.0,1.0,0.0,41.0,0.0,3.0,2.749,1.0,2.0,0.0,20.0,923263.0,30372368314.0,9727601227.0,38.0,6.0
55.0,0.0,17.0,1.0,1.0,1.0,1.0,2.0,23796.0,0.0,418580.0,240.0,0.0,2.0,28.0,0.0,580.0,285552.0,0.0,1.0,0.0,2.5,0.0,0.0,6.0,262856.0,0.0,5.0,12257.0,1.0,2.0,1.0,1.0,3.0,221.0,1.0,2.0,1.466,2.0,2.0,1.0,0.0,63061.0,793000000000.0,9679984076.0,17.0,6.0
56.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,33925.0,0.0,635540.0,36.0,1.0,2.0,28.0,0.0,696.0,407100.0,0.116,5.0,3928.0,1.0,0.0,0.0,6.0,2035498.0,0.0,4.0,9762.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.561,0.0,2.0,5.0,9.0,709314.0,973000000000.0,9671795760.0,11.0,14.0
57.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,31372.0,0.0,501237.0,360.0,1.0,0.0,46.0,0.0,748.0,376464.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,1476595.0,0.0,3.0,10439.0,4.0,4.0,1.0,1.0,1.0,132.0,2.0,1.0,1.331,2.0,2.0,9.0,24.0,579736.0,376000000000.0,9466572934.0,3.0,8.0
58.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,121176.0,19891.25,1633540.0,360.0,1.0,0.0,42.0,0.0,619.0,1745442.0,0.056,1.0,11950.0,1.0,0.0,0.0,6.0,5702093.75,0.0,3.0,68930.5,3.0,4.0,1.0,1.0,1.0,221.0,1.0,0.0,0.639,2.0,2.0,1.0,0.0,295929.0,233000000000.0,9005452280.0,1.0,8.0
59.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,39035.0,0.0,2666302.0,360.0,1.0,1.0,34.0,0.0,727.0,468420.0,0.042,1.0,1638.0,0.0,0.0,0.0,6.0,886972.0,0.0,1.0,24131.0,2.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,5.692,2.0,2.0,8.0,21.0,319350.0,193000000000.0,9428910771.0,9.0,15.0
60.0,0.0,4.0,0.0,1.0,3.0,1.0,2.0,68621.0,19891.25,5165284.0,180.0,1.0,1.0,29.0,0.0,684.0,1630692.0,0.05,3.0,6758.0,2.5,0.0,0.0,6.0,5657451.0,0.0,4.0,67244.0,0.0,5.0,1.0,1.0,1.0,133.0,4.0,2.0,3.168,2.0,2.0,3.0,13.0,232287.0,181000000000.0,9871255213.0,4.0,2.0
61.0,0.0,39.0,1.0,1.0,1.0,0.0,2.0,25617.0,7861.0,2894984.0,300.0,1.0,0.0,42.0,0.0,706.0,401736.0,0.729,3.0,24412.0,1.0,0.0,1.0,6.0,1809112.0,0.0,5.0,13481.0,3.0,6.0,1.0,1.0,1.0,217.0,1.0,0.0,7.206,2.0,2.0,7.0,8.0,650396.0,375000000000.0,9286326667.0,39.0,3.0
62.0,0.0,24.0,1.0,1.0,2.0,0.0,1.0,30088.0,16580.0,3694530.0,300.0,1.0,2.0,39.0,0.0,655.0,560016.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,2046220.0,0.0,1.0,14809.0,1.0,6.0,1.0,1.0,1.0,107.0,0.0,0.0,6.597,0.0,2.0,8.0,14.0,148863.0,721000000000.0,9602908466.0,24.0,4.0
63.0,0.0,17.0,1.0,0.0,0.0,1.0,2.0,45832.0,0.0,1884.0,48.0,1.0,0.0,35.0,0.0,657.0,549984.0,0.207,5.0,9485.0,1.0,0.0,0.0,6.0,1779561.0,0.0,1.0,20009.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,0.003,0.0,2.0,9.0,24.0,889208.0,550000000000.0,9975634108.0,17.0,1.0
64.0,0.0,31.0,0.0,0.0,2.0,0.0,1.0,81379.0,19891.25,305955.0,48.0,0.0,0.0,41.0,0.0,525.0,1636068.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,4467973.0,0.0,3.0,59809.0,4.0,4.0,1.0,1.0,3.0,219.0,2.0,2.0,0.187,2.0,2.0,7.0,8.0,844370.0,884000000000.0,9089434681.0,31.0,0.0
